./data/Image/Others/j103-3.jpg,1345,243,1504,277,Slag
./data/Image/Porosity/h78-2.jpg,331,117,362,146,Porosity
./data/Image/Porosity/h244-3.jpg,545,130,576,155,Slag
./data/Image/Others/j64-1.jpg,478,214,668,258,Slag
./data/Image/Others/j164-2.jpg,2663,300,2926,379,Slag
./data/Image/Slag/s9-3.jpg,1207,120,1309,160,Slag
./data/Image/Slag/s9-3.jpg,2361,224,2435,263,Slag
./data/Image/Others/j51-3.jpg,1736,210,1994,244,Slag
./data/Image/Others/j98-3.jpg,1617,279,1718,323,Slag
./data/Image/Slag/s9-3.jpg,336,118,432,150,Slag
./data/Image/Others/j30-1.jpg,1523,167,1643,192,Slag
./data/Image/Others/j51-1.jpg,684,196,724,247,Slag
./data/Image/Porosity/h121-1.jpg,2389,226,2422,255,Porosity
./data/Image/Others/j134-3.jpg,772,164,838,187,Slag
./data/Image/Slag/s9-3.jpg,660,184,742,211,Slag
./data/Image/Others/j48-2.jpg,1483,222,1587,247,Slag
./data/Image/Slag/s9-3.jpg,1296,231,1533,281,Slag
./data/Image/Porosity/h120-1.jpg,675,251,713,273,Porosity
./data/Image/Porosity/h74-1.jpg,405,373,454,418,Porosity
./data/Image/Others/j45-2.jpg,2247,203,2304,220,Slag
./data/Image/Others/j44-1.jpg,682,282,741,319,Slag
./data/Image/Others/j14-2.jpg,3619,319,3820,359,Slag
./data/Image/Others/j53-1.jpg,2428,271,2796,330,Others
./data/Image/Others/j133-3.jpg,1716,105,1800,128,Slag
./data/Image/Others/j16-2.jpg,924,378,1109,398,Slag
./data/Image/Others/j153-2.jpg,1,188,22,214,Porosity
./data/Image/Porosity/h64-2.jpg,3213,393,3243,426,Porosity
./data/Image/Others/j44-3.jpg,1713,202,1936,239,Slag
./data/Image/Porosity/h126-3.jpg,540,183,654,208,Slag
./data/Image/Slag/s9-3.jpg,16,261,160,279,Slag
./data/Image/Others/j76-1.jpg,889,268,944,296,Slag
./data/Image/Porosity/h-4-3.jpg,1332,209,1366,237,Porosity
./data/Image/Others/j150-1.jpg,1919,241,2012,270,Slag
./data/Image/Others/j56-2.jpg,1201,109,1295,151,Slag
./data/Image/Others/j61-3.jpg,298,263,315,290,Porosity
./data/Image/Porosity/h103-2.jpg,553,256,586,287,Porosity
./data/Image/Others/j43-3.jpg,2743,201,2819,226,Slag
./data/Image/Porosity/h199-2.jpg,799,231,875,243,Slag
./data/Image/Others/j155-3.jpg,1533,124,1662,155,Slag
./data/Image/Slag/s9-3.jpg,1733,301,1984,355,Slag
./data/Image/Porosity/h77-1.jpg,663,224,700,241,Slag
./data/Image/Others/j52-2.jpg,1601,186,1660,209,Slag
./data/Image/Others/j15-3.jpg,161,351,502,401,Others
./data/Image/Slag/s9-3.jpg,829,241,995,285,Slag
./data/Image/Porosity/h233-1.jpg,1808,189,1841,214,Porosity
./data/Image/Porosity/h76-3.jpg,840,150,954,181,Slag
./data/Image/Others/j43-3.jpg,2409,192,2603,235,Slag
./data/Image/Others/j55-1.jpg,905,207,925,225,Porosity
./data/Image/Others/j99-3.jpg,1192,278,1371,317,Slag
./data/Image/Others/j49-1.jpg,287,249,385,277,Slag
./data/Image/Others/j56-3.jpg,822,183,980,212,Slag
./data/Image/Others/j62-3.jpg,1246,224,1398,250,Slag
./data/Image/Slag/s9-3.jpg,728,229,930,253,Slag
./data/Image/Porosity/h58-1.jpg,2105,284,2138,305,Porosity
./data/Image/Others/j45-2.jpg,2628,244,2894,281,Slag
./data/Image/Porosity/h201-1.jpg,1218,310,1252,347,Porosity
./data/Image/Others/j58-1.jpg,2485,288,2553,304,Slag
./data/Image/Porosity/h67-1.jpg,220,445,254,477,Porosity
./data/Image/Others/j29-1.jpg,2387,327,3594,426,Slag
./data/Image/Others/j86-2.jpg,1312,194,1453,230,Others
./data/Image/Others/j56-1.jpg,2633,292,2724,320,Slag
./data/Image/Porosity/h182-1.jpg,425,357,472,387,Porosity
./data/Image/Slag/s9-3.jpg,385,227,472,250,Slag
./data/Image/Others/j82-1.jpg,788,172,843,212,Slag
./data/Image/Others/j16-1.jpg,3282,372,3311,393,Porosity
./data/Image/Porosity/h-14-3.jpg,1209,197,1245,237,Porosity
./data/Image/Porosity/h116-2.jpg,1383,153,1418,190,Porosity
./data/Image/Porosity/h216-2.jpg,997,185,1022,205,Porosity
./data/Image/Others/j84-1.jpg,1697,212,1955,243,Slag
./data/Image/Others/j172-3.jpg,206,265,804,315,Slag
./data/Image/Porosity/h108-3.jpg,2179,313,2212,351,Porosity
./data/Image/Slag/s9-3.jpg,1928,216,2021,237,Slag
./data/Image/Others/j56-2.jpg,326,106,486,132,Slag
./data/Image/Others/j141-2.jpg,524,203,798,255,Others
./data/Image/Others/j111-1.jpg,1867,175,2008,205,Slag
./data/Image/Porosity/h62-1.jpg,371,205,396,227,Porosity
./data/Image/Others/j58-2.jpg,2105,243,2207,273,Slag
