dataset,image_number,image_name,bndbox,labels,img_shape
Normal,1,6054-000027-1-1.jpg,[],[3],[]
Normal,2,6054-000027-1-2.jpg,[],[3],[]
Normal,3,6054-000027-1-3.jpg,[],[3],[]
Normal,4,6054-000027-1.jpg,[],[3],[]
Normal,5,6054-000027-2.jpg,[],[3],[]
Normal,6,6054-000027-3.jpg,[],[3],[]
Normal,7,6054-000028-1.jpg,[],[3],[]
Normal,8,6054-000028-2.jpg,[],[3],[]
Normal,9,6054-000028-3.jpg,[],[3],[]
Normal,10,6054-000029-1.jpg,[],[3],[]
Normal,11,6054-000029-2.jpg,[],[3],[]
Normal,12,6054-000029-3.jpg,[],[3],[]
Normal,13,6054-000037-1.jpg,[],[3],[]
Normal,14,6054-000037-2.jpg,[],[3],[]
Normal,15,6054-000037-3.jpg,[],[3],[]
Normal,16,6054-000038-1-1.jpg,[],[3],[]
Normal,17,6054-000038-1-2.jpg,[],[3],[]
Normal,18,6054-000038-1-3.jpg,[],[3],[]
Normal,19,6054-000038-2-1.jpg,[],[3],[]
Normal,20,6054-000038-2-2.jpg,[],[3],[]
Normal,21,6054-000038-2-3.jpg,[],[3],[]
Normal,22,6054-000039-1.jpg,[],[3],[]
Normal,23,6054-000039-2.jpg,[],[3],[]
Normal,24,6054-000039-3.jpg,[],[3],[]
Normal,25,6054-000040-1.jpg,[],[3],[]
Normal,26,6054-000040-2.jpg,[],[3],[]
Normal,27,6054-000040-3.jpg,[],[3],[]
Normal,28,6054-000041-1.jpg,[],[3],[]
Normal,29,6054-000041-2.jpg,[],[3],[]
Normal,30,6054-000041-3.jpg,[],[3],[]
Normal,31,6054-000042-1-1.jpg,[],[3],[]
Normal,32,6054-000042-1-2.jpg,[],[3],[]
Normal,33,6054-000042-1-3.jpg,[],[3],[]
Normal,34,6054-000042-1.jpg,[],[3],[]
Normal,35,6054-000042-2.jpg,[],[3],[]
Normal,36,6054-000042-3.jpg,[],[3],[]
Normal,37,6054-000043-1.jpg,[],[3],[]
Normal,38,6054-000043-2.jpg,[],[3],[]
Normal,39,6054-000043-3.jpg,[],[3],[]
Normal,40,6054-000044-1-1.jpg,[],[3],[]
Normal,41,6054-000044-1-3.jpg,[],[3],[]
Normal,42,6054-000044-1.jpg,[],[3],[]
Normal,43,6054-000044-2.jpg,[],[3],[]
Normal,44,6054-000044-3.jpg,[],[3],[]
Normal,45,6054-000045-1-1.jpg,[],[3],[]
Normal,46,6054-000045-1-2.jpg,[],[3],[]
Normal,47,6054-000045-1-3.jpg,[],[3],[]
Normal,48,6054-000045-1.jpg,[],[3],[]
Normal,49,6054-000045-2.jpg,[],[3],[]
Normal,50,6054-000045-3.jpg,[],[3],[]
Normal,51,6054-000046-1.jpg,[],[3],[]
Normal,52,6054-000046-2.jpg,[],[3],[]
Normal,53,6054-000046-3.jpg,[],[3],[]
Normal,54,6054-000048-1.jpg,[],[3],[]
Normal,55,6054-000048-2.jpg,[],[3],[]
Normal,56,6054-000048-3.jpg,[],[3],[]
Normal,57,6054-000049-1-1.jpg,[],[3],[]
Normal,58,6054-000049-1-2.jpg,[],[3],[]
Normal,59,6054-000049-1-3.jpg,[],[3],[]
Normal,60,6054-000049-1.jpg,[],[3],[]
Normal,61,6054-000049-2.jpg,[],[3],[]
Normal,62,6054-000049-3.jpg,[],[3],[]
Normal,63,6054-000050-1-1.jpg,[],[3],[]
Normal,64,6054-000050-1-2.jpg,[],[3],[]
Normal,65,6054-000050-1-3.jpg,[],[3],[]
Normal,66,6054-000050-1.jpg,[],[3],[]
Normal,67,6054-000050-2.jpg,[],[3],[]
Normal,68,6054-000050-3.jpg,[],[3],[]
Normal,69,6054-000051-1.jpg,[],[3],[]
Normal,70,6054-000051-2.jpg,[],[3],[]
Normal,71,6054-000051-3.jpg,[],[3],[]
Normal,72,6054-000052-1-1.jpg,[],[3],[]
Normal,73,6054-000052-1-2.jpg,[],[3],[]
Normal,74,6054-000052-1-3.jpg,[],[3],[]
Normal,75,6054-000052-1.jpg,[],[3],[]
Normal,76,6054-000052-2.jpg,[],[3],[]
Normal,77,6054-000052-3.jpg,[],[3],[]
Normal,78,6054-000053-1-1.jpg,[],[3],[]
Normal,79,6054-000053-1-2.jpg,[],[3],[]
